Player,Age,G,MP,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PTS
Josh Smith\smithjo03,21,72,36.8,0.458,3.7,5.4,0.693,8.6,3.3,1.4,2.9,3.2,16.4
J.R. Smith\smithjr01,21,63,23.3,0.557,1.6,2,0.81,2.3,1.4,0.8,0.1,1.3,13
Cedric Simmons\simmoce01,21,43,12.4,0.417,0.4,0.8,0.485,2.5,0.3,0.2,0.5,0.5,2.9
Johan Petro\petrojo01,21,81,18.6,0.516,0.6,1,0.649,4.1,0.6,0.5,0.6,1,6.2
Chris Paul\paulch01,21,64,36.8,0.466,4.6,5.6,0.818,4.4,8.9,1.8,0,2.5,17.3
Randolph Morris\morrira01,21,5,8.8,0.167,0.4,1.2,0.333,1.8,0.2,0.4,0.2,0.4,0.8
Paul Millsap\millspa01,21,82,18,0.526,1.7,2.5,0.673,5.2,0.8,0.8,0.9,1.1,6.8
Darko Miličić\milicda01,21,80,23.9,0.454,1.8,2.9,0.613,5.5,1.1,0.6,1.8,1.6,8
Damir Markota\markoda01,21,30,5.7,0.423,0.2,0.4,0.636,1,0.2,0.1,0,0.5,1.7
Shaun Livingston\livinsh01,21,54,29.8,0.469,1.5,2.1,0.707,3.4,5.1,1.1,0.5,2,9.3
Kris Humphries\humphkr01,21,60,11.2,0.47,0.9,1.3,0.671,3.1,0.3,0.2,0.4,0.5,3.8
Dwight Howard\howardw01,21,82,36.9,0.603,4.8,8.1,0.586,12.3,1.9,0.9,1.9,3.9,17.6
Gerald Green\greenge01,21,81,22,0.484,1.6,2,0.805,2.6,1,0.5,0.3,1.5,10.4
Monta Ellis\ellismo01,21,77,34.3,0.495,3.5,4.6,0.763,3.2,4.1,1.7,0.3,2.9,16.5
Luol Deng\denglu01,21,82,37.5,0.518,3.4,4.4,0.777,7.1,2.5,1.2,0.6,1.9,18.8
Jackie Butler\butleja01,21,11,9.4,0.457,0.8,0.9,0.9,2,0.5,0.2,0,0.9,3.7
Shannon Brown\brownsh01,21,23,8.8,0.426,0.4,0.6,0.714,0.9,0.4,0.3,0.1,0.6,3.2
Ronnie Brewer\brewero02,21,56,12.1,0.528,1,1.5,0.675,1.3,0.4,0.7,0.1,0.4,4.6
Brandon Bass\bassbr01,21,21,7.7,0.341,0.6,0.8,0.75,2,0.1,0.1,0.1,0.5,2
Andrea Bargnani\bargnan01,21,65,25.1,0.507,1.8,2.2,0.824,3.9,0.8,0.5,0.8,1.6,11.6
Trevor Ariza\arizatr01,21,57,22.4,0.539,1.9,3,0.62,4.4,1.1,1,0.3,1.5,8.9
LaMarcus Aldridge\aldrila01,21,63,22.1,0.503,1.3,1.8,0.722,5,0.4,0.3,1.2,0.7,9
Bracey Wright\wrighbr02,22,19,10,0.45,0.7,0.9,0.722,1.1,0.8,0.5,0.1,0.3,3.5
Antoine Wright\wrighan01,22,63,18,0.476,0.7,1.2,0.603,2.8,0.9,0.5,0.2,0.7,4.5
Justin Williams\williju01,22,26,12.8,0.614,0.9,2.4,0.365,4.4,0.1,0.2,0.6,0.6,5
Deron Williams\willide01,22,80,36.9,0.494,2.8,3.7,0.767,3.3,9.3,1,0.2,3.1,16.2
Sasha Vujačić\vujacsa01,22,73,12.8,0.504,0.6,0.7,0.878,1.5,0.9,0.6,0,0.4,4.3
Marcus Vinicius\vincima01,22,13,7.9,0.567,0.4,0.5,0.714,0.8,0.4,0.2,0.1,0.5,1.7
Charlie Villanueva\villach01,22,39,25.2,0.508,1.9,2.3,0.82,5.8,0.9,0.6,0.3,1.4,11.8
Thabo Sefolosha\sefolth01,22,71,12.2,0.455,0.3,0.6,0.511,2.2,0.8,0.5,0.2,0.8,3.6
Brandon Roy\roybr01,22,57,35.4,0.492,3.5,4.2,0.838,4.4,4,1.2,0.2,2,16.8
Nate Robinson\robinna01,22,64,21.2,0.513,1.7,2.2,0.777,2.4,1.4,0.8,0.1,1.1,10.1
Jeremy Richardson\richaje01,22,6,3.3,0.667,0,0,,0.3,0,0.2,0,0.2,1.3
J.J. Redick\redicjj01,22,42,14.8,0.508,1.3,1.4,0.9,1.2,0.9,0.3,0,0.5,6
Allan Ray\rayal01,22,47,15.1,0.479,0.9,1.2,0.764,1.5,0.9,0.4,0.1,0.9,6.2
Kendrick Perkins\perkike01,22,72,21.9,0.491,0.8,1.4,0.6,5.2,1.3,0.3,1.3,1.6,4.5
Zaza Pachulia\pachuza01,22,72,28.1,0.474,4.1,5.2,0.786,6.9,1.5,1.1,0.5,2.3,12.2
Travis Outlaw\outlatr01,22,67,22.9,0.443,2.1,2.7,0.79,3.2,0.8,0.9,1.1,1,9.6
David Noel\noelda01,22,68,11.6,0.415,0.5,0.6,0.86,1.8,1,0.4,0.1,0.6,2.7
Adam Morrison\morriad01,22,78,29.8,0.422,1.5,2.2,0.71,2.9,2.1,0.4,0.1,1.7,11.8
Chris McCray\mccrach01,22,5,2.4,0,0,0,,0,0,0,0,0.4,0
Rashad McCants\mccanra01,22,37,15,0.407,1.1,1.6,0.69,1.3,1,0.7,0.2,1.1,5
Sean May\mayse01,22,35,23.9,0.503,2.5,3.2,0.768,6.7,1.9,0.5,0.7,1.6,11.9
Linas Kleiza\kleizli01,22,79,18.8,0.509,1.5,1.7,0.852,3.4,0.6,0.4,0.2,1,7.6
Tarence Kinsey\kinseta01,22,48,20.1,0.479,1.6,2,0.796,2,0.9,1.1,0,1,7.7
Solomon Jones\jonesso01,22,58,11.5,0.508,1,1.3,0.787,2.3,0.2,0.2,0.7,0.4,3.3
Al Jefferson\jeffeal01,22,69,33.6,0.514,2.9,4.3,0.681,11,1.3,0.7,1.5,2,16
LeBron James\jamesle01,22,78,40.9,0.507,6.3,9,0.698,6.7,6,1.6,0.7,3.2,27.3
Mile Ilić\ilicmi01,22,5,1.2,0,0,0,,0.2,0,0,0,0.6,0
Ryan Hollins\holliry01,22,27,6.9,0.556,0.9,1.5,0.6,1.1,0,0.1,0.3,0.6,2.4
Mike Hall\hallmi01,22,2,6.5,0.25,0,0,,1,0.5,0,0,0,1
Raymond Felton\feltora01,22,78,36.3,0.434,2.6,3.3,0.797,3.4,7,1.5,0.1,2.9,14
Quincy Douby\doubyqu01,22,42,8.5,0.429,0.3,0.4,0.733,0.9,0.4,0.4,0.1,0.4,2.8
Paul Davis\davispa01,22,31,5.8,0.423,0.2,0.3,0.7,1.4,0.2,0.2,0.2,0.3,1.6
Mardy Collins\collima01,22,52,14.9,0.41,0.9,1.6,0.585,2,1.6,0.6,0.1,1.1,4.5
Rodney Carney\carnero01,22,67,17.4,0.496,0.8,1.3,0.609,1.9,0.4,0.6,0.3,0.6,6.6
Dee Brown\brownde03,22,49,9.2,0.357,0.5,0.8,0.649,0.8,1.7,0.4,0.1,0.6,1.9
Chris Bosh\boshch01,22,69,38.5,0.502,6.7,8.6,0.785,10.7,2.5,0.6,1.3,2.6,22.6
Josh Boone\boonejo01,22,61,11,0.579,0.9,1.7,0.544,2.9,0.2,0.2,0.3,0.5,4.2
Andrew Bogut\bogutan01,22,66,34.2,0.554,1.7,2.9,0.577,8.8,3,0.7,0.5,2.3,12.3
J.J. Barea\bareajo01,22,33,5.8,0.397,0.5,0.7,0.667,0.8,0.7,0,0,0.4,2.4
Renaldo Balkman\balkmre01,22,68,15.6,0.515,0.8,1.3,0.567,4.3,0.6,0.8,0.6,0.7,4.9
James Augustine\augusja01,22,2,3.5,0.333,0,0,,1.5,1,0,0,0,1
Hilton Armstrong\armsthi01,22,56,11.3,0.544,0.7,1.2,0.597,2.7,0.2,0.2,0.5,0.6,3.1
Carmelo Anthony\anthoca01,22,65,38.2,0.489,7.1,8.7,0.808,6,3.8,1.2,0.4,3.6,28.9
Maurice Ager\agerma01,22,32,6.7,0.35,0.6,1,0.606,0.7,0.2,0.1,0.1,0.5,2.2
Hassan Adams\adamsha01,22,61,8.1,0.556,0.4,0.6,0.667,1.3,0.2,0.3,0.1,0.4,2.9
Shelden Williams\willish02,23,81,18.7,0.458,1.4,1.8,0.764,5.4,0.5,0.6,0.5,1.2,5.5
Delonte West\westde01,23,69,32.2,0.472,2.4,2.9,0.853,3,4.4,1.1,0.5,2,12.2
Dajuan Wagner\wagneda02,23,1,7,1.5,1,2,0.5,0,1,0,0,1,4
Dijon Thompson\thompdi01,23,6,8.3,0.4,0.8,1,0.833,1.3,0.3,0,0,0.2,2.8
Kirk Snyder\snydeki01,23,39,14.4,0.49,1.3,1.9,0.653,2.1,1,0.3,0.3,0.7,4.9
Steven Smith\smithst03,23,8,3.5,0.25,0.1,0.3,0.5,0.8,0,0.1,0,0.3,0.6
Craig Smith\smithcr01,23,82,18.7,0.531,1.4,2.3,0.624,5.1,0.6,0.6,0.2,0.9,7.4
Uroš Slokar\slokaur01,23,20,3.6,0.558,0.5,0.7,0.692,0.7,0.1,0.1,0.1,0.5,1.9
Wayne Simien\simiewa01,23,8,11.6,0.391,0.6,0.9,0.714,1.4,0.5,0.3,0,0.4,2.9
Jamal Sampson\sampsja01,23,22,5.7,0.643,0.3,0.6,0.429,2.2,0.2,0.1,0.3,0.5,1.1
Anthony Roberson\roberan02,23,20,11.4,0.524,0.1,0.2,0.667,1.1,0.5,0.6,0,0.7,5.6
Shavlik Randolph\randosh01,23,13,13.8,0.479,0.9,1.7,0.545,4.2,0.3,0.5,0.8,0.7,4.5
Chris Quinn\quinnch01,23,42,9.7,0.443,0.6,0.9,0.676,0.7,1.5,0.4,0,0.5,3.4
Ronnie Price\pricero01,23,58,9.7,0.451,0.6,0.9,0.673,1.2,0.8,0.5,0.1,0.6,3.3
Leon Powe\powele01,23,63,11.4,0.446,1.7,2.3,0.736,3.4,0.2,0.2,0.3,0.7,4.2
Kevinn Pinkney\pinknke01,23,6,16.7,0.463,1,1.5,0.667,2.5,0.8,0.5,0.5,0.7,5.2
Sasha Pavlović\pavloal01,23,67,22.9,0.514,1.5,1.9,0.794,2.4,1.6,0.8,0.3,1.5,9
Steve Novak\novakst01,23,35,5.5,0.49,0.1,0.1,1,0.7,0.2,0.1,0,0.1,1.5
Pops Mensah-Bonsu\mensapo01,23,12,5.9,0.647,0.6,1.5,0.389,1.8,0,0.1,0,0.8,2.4
Jason Maxiell\maxieja01,23,67,14.1,0.5,1.1,2,0.526,2.8,0.2,0.4,0.9,0.8,5
Kevin Martin\martike02,23,80,35.2,0.533,6,7.1,0.844,4.3,2.2,1.2,0.1,1.7,20.2
David Lee\leeda02,23,58,29.8,0.6,2.4,3,0.815,10.4,1.8,0.8,0.4,1.6,10.7
James Lang\langja01,23,11,5,0.444,0.3,0.5,0.6,1,0.2,0,0.3,0.2,1
Nenad Krstić\krstine01,23,26,32.6,0.526,3.3,4.7,0.711,6.8,1.8,0.4,0.9,2,16.4
Dwayne Jones\jonesdw02,23,4,4.5,0,0.8,1.5,0.5,1.5,0,0,0,0.5,0.8
Bobby Jones\jonesbo02,23,44,7.6,0.468,0.5,0.9,0.561,1.3,0.4,0.3,0,0.4,2.5
Alexander Johnson\johnsal01,23,59,12.8,0.538,1.3,2,0.661,3.1,0.3,0.4,0.6,0.8,4.4
Jarrett Jack\jackja01,23,79,33.6,0.499,3.1,3.5,0.871,2.6,5.3,1.1,0.1,2.4,12
Andre Iguodala\iguodan01,23,76,40.3,0.471,5.9,7.3,0.82,5.7,5.7,2,0.4,3.4,18.2
Julius Hodge\hodgeju01,23,9,7.2,0.5,0.3,0.4,0.75,0.9,1.3,0.4,0,0.3,1.7
Robert Hite\hitero01,23,12,11.3,0.358,0.7,1,0.667,1.3,0.7,0.3,0.2,0.5,4.3
Chuck Hayes\hayesch01,23,78,22,0.573,0.7,1.1,0.618,6.7,0.6,0.9,0.2,0.8,5.6
Devin Harris\harride01,23,80,26,0.504,2.7,3.3,0.824,2.5,3.7,1.2,0.3,1.8,10.2
Danny Granger\grangda01,23,82,34,0.522,2.9,3.6,0.803,4.6,1.4,0.8,0.7,1.6,13.9
Ben Gordon\gordobe01,23,82,33,0.513,4.6,5.4,0.864,3.1,3.6,0.8,0.2,3,21.4
Mickaël Gelabale\gelabmi01,23,70,17.7,0.483,0.9,1.2,0.805,2.5,0.8,0.3,0.3,0.7,4.6
Channing Frye\fryech01,23,72,26.3,0.435,1.2,1.5,0.787,5.5,0.9,0.5,0.6,1.4,9.5
Randy Foye\foyera01,23,82,22.9,0.483,2,2.3,0.854,2.7,2.8,0.6,0.3,1.9,10.1
T.J. Ford\fordtj01,23,75,29.9,0.447,3.2,3.9,0.819,3.1,7.9,1.3,0.1,3.1,14
Daniel Ewing\ewingda01,23,61,11.7,0.447,0.6,0.7,0.778,1.2,1.5,0.5,0.1,0.8,2.9
Ike Diogu\dioguik01,23,59,12.9,0.477,1.9,2.4,0.8,3.4,0.4,0.1,0.4,1.1,6.2
Josh Childress\childjo01,23,55,36.8,0.529,3,3.8,0.795,6.2,2.3,1.1,0.7,1.5,13
Cedric Bozeman\bozemce01,23,23,8.7,0.308,0.1,0.3,0.333,1,0.4,0.2,0.1,0.4,1.1
Will Blalock\blalowi01,23,14,11.9,0.317,0.4,0.4,1,1.1,1.2,0.4,0,0.9,1.8
Esteban Batista\batises01,23,13,6.2,0.5,0.3,0.5,0.571,2.3,0.3,0.2,0,0.3,1.5
Kelenna Azubuike\azubuke01,23,41,16.3,0.523,1.5,1.9,0.782,2.3,0.7,0.5,0.2,1,7.1
Mo Williams\willima01,24,68,36.4,0.484,2.3,2.7,0.855,4.8,6.1,1.3,0.1,3,17.3
Chris Wilcox\wilcoch01,24,82,31.5,0.529,2.9,4.3,0.684,7.7,1,0.9,0.5,1.5,13.5
James White\whiteja02,24,6,22.8,0.463,2,2.5,0.8,3.3,0.8,0.5,0.2,0.8,8.3
Hakim Warrick\warriha01,24,82,26.2,0.524,3.6,4.7,0.771,5.1,0.9,0.5,0.4,2,12.7
Gerald Wallace\wallage01,24,72,36.7,0.523,4.3,6.2,0.691,7.2,2.6,2,1,2.2,18.1
Anderson Varejão\varejan01,24,81,23.9,0.476,2,3.3,0.616,6.7,0.9,0.9,0.6,0.8,6.8
Beno Udrih\udrihbe01,24,73,13,0.417,0.7,0.8,0.883,1.1,1.7,0.4,0,0.8,4.7
Ronny Turiaf\turiaro01,24,72,15.1,0.549,1.2,1.9,0.664,3.6,0.9,0.2,1.1,0.7,5.3
Donell Taylor\taylodo01,24,47,7.9,0.411,0.2,0.4,0.524,1.1,1,0.4,0.1,0.5,2.7
Mike Sweetney\sweetmi01,24,48,8,0.433,0.8,1.4,0.561,2.5,0.6,0.2,0.2,0.9,3.2
Amar'e Stoudemire\stoudam01,24,82,32.8,0.575,5.6,7.1,0.781,9.6,1,1,1.3,2.8,20.4
Salim Stoudamire\stoudsa01,24,61,17,0.482,1,1.1,0.897,1.2,1,0.3,0,0.9,7.7
Vassilis Spanoulis\spanova01,24,31,8.8,0.354,1.1,1.4,0.81,0.7,0.9,0.2,0,0.9,2.7
Luke Schenscher\schenlu01,24,11,10.7,0.304,0.5,0.6,0.714,2.3,0.1,0.2,0.4,0.4,1.7
Lawrence Roberts\roberla01,24,54,17.9,0.452,1.8,2.4,0.725,4.8,0.6,0.7,0.2,0.7,5.2
Jared Reiner\reineja01,24,27,9,0.349,0.1,0.4,0.3,2.6,0.5,0.2,0.2,0.5,1.2
Roger Powell\powelro01,24,3,4.3,0,0.7,0.7,1,1,0,0,0,1,0.7
Josh Powell\poweljo01,24,37,9.5,0.462,0.8,1.1,0.714,2.4,0.6,0.1,0.3,0.8,3.1
Mickaël Piétrus\pietrmi01,24,72,26.9,0.567,1.9,2.9,0.648,4.5,0.9,0.7,0.8,1.5,11.1
Tony Parker\parketo01,24,77,32.5,0.527,3.6,4.5,0.783,3.2,5.5,1.1,0.1,2.5,18.6
Emeka Okafor\okafoem01,24,67,34.8,0.532,2.6,4.4,0.593,11.3,1.2,0.9,2.6,1.7,14.4
Jameer Nelson\nelsoja01,24,77,30.3,0.467,2.4,2.9,0.828,3.1,4.3,0.9,0.1,2.4,13
Ivan McFarlin\mcfariv01,24,11,3.7,0.385,0.5,0.6,0.714,1,0.1,0,0,0.1,1.4
Rawle Marshall\marshra01,24,40,9,0.382,0.8,1.1,0.689,0.7,0.3,0.3,0.1,0.5,2.5
Renaldo Major\majorre01,24,1,27,0.2,1,2,0.5,2,0,2,0,1,5
John Lucas III\lucasjo02,24,47,8.1,0.446,0.3,0.4,0.789,0.8,0.7,0.4,0,0.3,3.3
Viktor Khryapa\khryavi01,24,33,7,0.386,0.6,0.8,0.731,1.7,0.6,0.3,0,0.5,2.2
Chris Kaman\kamanch01,24,75,29,0.451,2.2,3,0.741,7.8,1.1,0.5,1.5,2,10.1
Nenê\hilarne01,24,64,26.8,0.57,3,4.4,0.689,7,1.2,1,0.9,2,12.2
Luther Head\headlu01,24,80,27.6,0.564,1,1.3,0.79,3.2,2.4,1,0.1,1.7,10.9
David Harrison\harrida01,24,24,7.9,0.517,0.5,0.9,0.5,1.8,0.3,0.2,0.5,1.1,3
Eddie Griffin\griffed01,24,13,7.1,0.259,0.3,0.4,0.8,1.9,0.3,0,0.5,0.5,1.4
Orien Greene\greenor01,24,41,6.2,0.387,0.4,0.6,0.6,1.1,0.5,0.4,0.1,0.7,1.5
Stephen Graham\grahast01,24,14,11.8,0.463,0.6,0.6,0.889,1.5,0.4,0.3,0.1,0.9,3.2
Joey Graham\grahajo01,24,79,16.7,0.506,1.4,1.7,0.84,3.1,0.6,0.4,0.1,0.6,6.4
Ryan Gomes\gomesry01,24,73,31.2,0.479,2.6,3.2,0.811,5.6,1.6,0.7,0.2,1.4,12.1
Chris Duhon\duhonch01,24,78,24.4,0.499,1,1.3,0.752,2.2,4,0.9,0.1,1.3,7.2
Travis Diener\dienetr01,24,26,11.1,0.538,0.5,0.6,0.8,0.7,1.3,0.2,0,0.5,3.8
Yakhouba Diawara\diawaya01,24,64,18.4,0.426,0.5,0.8,0.66,1.7,0.9,0.5,0.1,0.6,4.4
Boris Diaw\diawbo01,24,73,31.1,0.551,1.1,1.6,0.683,4.3,4.8,0.4,0.5,2.1,9.7
Carlos Delfino\delfica01,24,82,16.7,0.476,0.9,1.1,0.787,3.2,1.1,0.6,0.1,0.7,5.2
Eddy Curry\curryed01,24,81,35.2,0.576,5,8.1,0.615,7,0.8,0.4,0.5,3.6,19.5
Will Conroy\conrowi01,24,7,7.4,0,0,0.6,0,1,1.3,0,0,0.3,0
Tyson Chandler\chandty01,24,73,34.6,0.624,1.5,2.8,0.527,12.4,0.9,0.5,1.8,1.7,9.5
Kwame Brown\brownkw01,24,41,27.6,0.591,1.4,3.3,0.44,6,1.8,1,1.2,1.9,8.4
Andre Barrett\barrean01,24,6,4.8,0.5,0,0,,0.8,1.2,0,0,0.7,1.3
Leandro Barbosa\barbole01,24,80,32.7,0.562,2.5,2.9,0.845,2.7,4,1.2,0.2,1.8,18.1
Alan Anderson\anderal01,24,17,15.1,0.488,1.1,1.4,0.826,1.9,1.2,0.4,0,1.3,5.8
Lou Amundson\amundlo01,24,11,8.1,0.4,0.4,0.9,0.4,2.5,0.1,0.1,0.7,0.5,1.5
Dwyane Wade\wadedw01,25,51,37.9,0.502,8.5,10.5,0.807,4.7,7.5,2.1,1.2,4.2,27.4
DeShawn Stevenson\stevede01,25,82,29.5,0.51,1.9,2.6,0.704,2.6,2.7,0.8,0.2,1.5,11.2
Pape Sow\sowpa01,25,7,4.9,0.333,0.6,0.9,0.667,1.6,0.3,0.1,0.1,0.1,1.4
James Singleton\singlja01,25,53,7.1,0.384,0.4,0.5,0.759,2,0.3,0.3,0.3,0.3,1.6
Quinton Ross\rossqu01,25,81,21,0.47,0.8,1.1,0.782,2.3,1.1,0.9,0.4,0.4,5.2
Luke Ridnour\ridnolu01,25,71,29.5,0.468,1.8,2.2,0.805,2.3,5.2,1.2,0.3,2.2,11
Justin Reed\reedju01,25,41,7.8,0.374,0.6,0.7,0.867,1.1,0.4,0.1,0.1,0.5,2.6
Zach Randolph\randoza01,25,68,35.7,0.472,5.8,7.1,0.819,10.1,2.2,0.8,0.2,3.2,23.6
Smush Parker\parkesm01,25,82,30,0.506,1.4,2.1,0.646,2.5,2.8,1.5,0.1,1.9,11.1
Kyle Korver\korveky01,25,74,30.9,0.518,2.6,2.8,0.914,3.5,1.4,0.8,0.3,1.6,14.4
Andrei Kirilenko\kirilan01,25,70,29.3,0.49,2.5,3.4,0.728,4.7,2.9,1.1,2.1,1.9,8.3
Jason Kapono\kaponja01,25,67,26.4,0.59,1,1.1,0.892,2.7,1.2,0.6,0,1,10.9
Joe Johnson\johnsjo02,25,57,41.4,0.523,4.1,5.5,0.748,4.2,4.4,1.1,0.2,3.1,25
Jared Jeffries\jeffrja01,25,55,23.8,0.466,0.6,1.2,0.456,4.3,1.2,0.8,0.5,1.1,4.1
Luke Jackson\jackslu02,25,13,10.6,0.5,0.4,0.7,0.556,0.8,1,0.4,0.1,0.5,3.7
Royal Ivey\iveyro01,25,53,10.2,0.465,0.5,0.7,0.686,1,0.8,0.5,0.1,0.6,3
Steven Hunter\huntest01,25,70,22.9,0.577,1.1,2.2,0.49,4.8,0.4,0.2,1.1,0.9,6.4
Jarvis Hayes\hayesja01,25,81,20.1,0.471,0.9,1,0.845,2.6,1,0.6,0.2,0.7,7.2
Willie Green\greenwi01,25,74,24.9,0.441,1,1.5,0.667,2.1,1.5,0.8,0.1,1.4,11.3
Drew Gooden\goodedr01,25,80,28,0.474,1.8,2.5,0.714,8.5,1.1,0.9,0.4,1.4,11.1
Andreas Glyniadakis\glynian01,25,13,6.2,0.471,0.1,0.2,0.5,0.6,0.1,0,0,0.7,1.3
Francisco García\garcifr01,25,79,17.8,0.499,1.2,1.4,0.833,2.6,1.1,0.6,0.5,0.9,6
Matt Freije\freijma01,25,19,7.7,0.324,0.3,0.3,0.833,1.3,0.4,0.2,0.1,0.2,2.1
Desmon Farmer\farmede01,25,8,4,0.4,0.1,0.1,1,0.1,1.1,0.1,0,0.1,1.6
DeSagana Diop\diopde01,25,81,18.3,0.47,0.6,1.1,0.558,5.4,0.4,0.5,1.4,0.8,2.3
Samuel Dalembert\dalemsa01,25,82,30.9,0.541,2,2.7,0.746,8.9,0.8,0.6,1.9,2,10.7
José Calderón\caldejo01,25,77,21,0.546,1.5,1.9,0.818,1.7,5,0.8,0.1,1.4,8.7
Andre Brown\brownan01,25,38,7.1,0.568,0.2,0.4,0.6,1.9,0.1,0.2,0.1,0.8,2.4
Carlos Boozer\boozeca01,25,74,34.6,0.561,3.4,5,0.685,11.7,3,0.9,0.3,2.6,20.9
Earl Barron\barroea01,25,28,7.3,0.289,0.6,0.6,0.944,1.5,0.2,0.2,0.1,0.4,2.3
Marcus Banks\banksma01,25,45,11.2,0.441,1.1,1.3,0.8,0.8,1.3,0.5,0.1,0.9,4.9
Gilbert Arenas\arenagi01,25,74,39.8,0.484,8.2,9.7,0.844,4.6,6,1.9,0.2,3.2,28.4
Tony Allen\allento01,25,33,24.4,0.529,3.2,4.1,0.784,3.8,1.7,1.5,0.4,2.3,11.5
David West\westda01,26,52,36.5,0.481,3.6,4.4,0.824,8.2,2.2,0.8,0.7,1.9,18.3
Luke Walton\waltolu01,26,60,33,0.517,1.8,2.4,0.745,5,4.3,1,0.4,2,11.4
Bernard Robinson\robinbe01,26,31,9,0.306,0.7,0.9,0.852,1.5,0.6,0.5,0.1,0.5,2
Quentin Richardson\richaqu01,26,49,33.1,0.507,1.7,2.4,0.692,7.2,2.2,0.7,0.1,1.4,13
Jason Richardson\richaja01,26,51,32.8,0.492,1.8,2.7,0.657,5.1,3.4,1.1,0.6,1.6,16
Vladimir Radmanović\radmavl01,26,55,17.9,0.487,1,1.3,0.726,3.3,1.2,0.5,0.3,1.3,6.6
Tayshaun Prince\princta01,26,82,36.6,0.501,2.1,2.7,0.768,5.2,2.8,0.6,0.7,1.2,14.3
Boštjan Nachbar\nachbbo01,26,76,20.2,0.57,1.7,2.2,0.805,3.3,0.8,0.4,0.3,0.9,9.2
Troy Murphy\murphtr01,26,68,27.2,0.508,1.6,2.1,0.745,6.1,1.9,0.7,0.6,1.1,10.3
Yao Ming*\mingya01,26,48,33.8,0.516,7.4,8.6,0.862,9.4,2,0.4,2,3.5,25
Mike Miller\millemi01,26,70,39.1,0.56,2.3,2.9,0.793,5.4,4.3,0.8,0.3,2.6,18.5
Roger Mason\masonro01,26,62,7.9,0.422,0.2,0.3,0.875,0.7,0.6,0.2,0.1,0.3,2.7
James Jones\jonesja02,26,76,18.1,0.47,0.9,1.1,0.877,2.3,0.6,0.4,0.6,0.4,6.4
Dahntay Jones\jonesda02,26,78,21.4,0.483,1.8,2.2,0.793,2,0.9,0.5,0.3,1.2,7.5
Linton Johnson\johnsli01,26,54,13.3,0.516,0.6,0.7,0.811,3,0.3,0.6,0.3,0.5,4.2
DerMarr Johnson\johnsde03,26,39,10.7,0.386,0.4,0.5,0.762,1.5,0.4,0.4,0.3,0.7,3.5
Richard Jefferson\jefferi01,26,55,35.6,0.495,4.3,5.9,0.733,4.4,2.7,0.6,0.1,2.2,16.3
D.J. Mbenga\mbengdj01,26,21,3.8,0.313,0.3,0.4,0.875,0.5,0.3,0.1,0.2,0.2,0.8
Josh Howard\howarjo01,26,70,35.1,0.501,3.5,4.2,0.827,6.8,1.8,1.2,0.8,1.8,18.9
Kirk Hinrich\hinriki01,26,80,35.5,0.514,3,3.6,0.835,3.4,6.3,1.3,0.3,2.4,16.6
Udonis Haslem\hasleud01,26,79,31.4,0.492,1.7,2.6,0.68,8.3,1.2,0.6,0.3,1.4,10.7
Junior Harrington\harriju01,26,29,18.7,0.442,1.1,1.6,0.674,2.3,3.1,0.7,0.2,1.8,5.2
Al Harrington\harrial01,26,78,32.9,0.516,2.2,3.1,0.694,6.4,1.9,0.8,0.3,2.2,16.5
Pau Gasol\gasolpa01,26,59,36.2,0.54,5.1,6.8,0.748,9.8,3.4,0.5,2.1,2.7,20.8
Reggie Evans\evansre01,26,66,17.1,0.544,1.4,2.8,0.497,7,0.7,0.6,0.2,1.4,4.9
Ronald Dupree\duprero01,26,19,4.9,0.355,0.2,0.5,0.333,0.9,0.3,0.3,0.1,0.2,1.3
Mike Dunleavy\dunlemi02,26,82,31.5,0.493,2.6,3.3,0.784,5.3,2.8,1,0.3,1.8,12.8
Keyon Dooling\doolike01,26,66,21.7,0.444,1.7,2.1,0.809,1.3,1.7,0.8,0.2,1.1,7.9
Marquis Daniels\daniema01,26,45,17.8,0.47,1.2,1.8,0.7,1.8,1.3,0.6,0.2,1.2,7.1
Jamal Crawford\crawfja01,26,59,37.3,0.458,3.9,4.6,0.838,3.2,4.4,1,0.1,2.7,17.6
Brian Cook\cookbr01,26,65,15.7,0.51,0.5,0.7,0.723,3.3,1,0.4,0.4,0.8,6.9
Nick Collison\collini01,26,82,29,0.5,1.9,2.4,0.774,8.1,1,0.6,0.8,1.5,9.6
Matt Carroll\carroma01,26,72,26.1,0.517,2.6,2.9,0.904,2.9,1.3,0.7,0.1,1,12.1
Caron Butler\butleca01,26,63,39.3,0.472,4.5,5.2,0.863,7.4,3.7,2.1,0.3,2.9,19.1
Matt Bonner\bonnema01,26,56,11.7,0.523,0.5,0.7,0.711,2.8,0.4,0.3,0.2,0.4,4.9
Keith Bogans\boganke01,26,59,16.8,0.512,0.8,1.1,0.746,1.6,1,0.5,0,0.8,5.1
Steve Blake\blakest01,26,82,27.1,0.476,0.5,0.8,0.672,2.1,5,0.7,0.1,1.6,6.4
Matt Barnes\barnema02,26,76,23.9,0.522,1.2,1.6,0.732,4.6,2.1,1,0.5,1.4,9.8
Rafael Araújo\araujra01,26,28,8.9,0.415,0.6,1,0.621,2.4,0.4,0.2,0.1,0.6,2.6
